1161,1170,2520749,2520772,162,14,23,14626,73,124,1360,1,0,80,0.2794,0.2174,0.3913,0.0066,0.6429,1.0,1.0,2.2095,0.9542,1.3617,0.6087,-0.2947,0.3464,Bumps
517,626,982032,982049,955,136,80,104555,99,119,1666,0,1,40,0.6206,0.4846,0.156,0.0654,0.8015,0.2125,0.0,2.98,2.0374,1.2305,-0.8440000000000001,-0.1447,1.0,Other_Faults
525,563,1054602,1054610,170,44,15,21321,118,134,1687,0,1,200,0.6224,0.4408,0.2105,0.0225,0.8636,0.5333,0.0,2.2304,1.5798,0.9031,-0.7895,-0.0202,0.5029,Other_Faults
425,430,1444004,1444009,17,6,5,2181,122,132,1358,0,1,50,0.6259,0.32,1.0,0.0037,0.8333,1.0,0.5,1.2305,0.6990000000000001,0.6990000000000001,0.0,0.0023,0.1361,Stains
1611,1629,1720569,1720592,263,25,23,24172,59,124,1688,1,0,70,0.0699,0.3647,0.7826,0.0107,0.72,1.0,1.0,2.42,1.2553,1.3617,0.2174,-0.282,0.6781,Bumps
39,189,47299,47376,5757,240,136,600689,38,133,1358,0,1,40,0.0574,0.5016,0.5133,0.1105,0.625,0.5662,0.0,3.7602,2.1761,1.8865,-0.4867,-0.1848,1.0,K_Scatch
243,254,205684,205730,305,37,46,14320,7,86,1692,0,1,300,0.2872,0.3972,0.2391,0.0065,0.2973,1.0,1.0,2.4843,1.0414,1.6628,0.7609,-0.6332,0.7955,Other_Faults
228,253,3458746,3458793,561,57,50,60112,61,124,1362,0,1,40,0.3348,0.5225,0.5319,0.0184,0.4386,0.94,1.0,2.7489999999999997,1.3979,1.6721,0.4681,-0.1629,0.997,Bumps
41,209,4401486,4401544,5533,288,155,584291,43,126,1356,0,1,40,0.0605,0.4322,0.3452,0.1239,0.5833,0.3742,0.0,3.7430000000000003,2.2253,1.7634,-0.6548,-0.175,1.0,K_Scatch
39,190,1735985,1736165,11355,639,388,1299720,31,141,1402,0,1,40,0.0556,0.5822,0.8389,0.1077,0.2363,0.4639,1.0,4.0552,2.1790000000000003,2.2553,0.1611,-0.1058,1.0,K_Scatch
39,214,2886302,2886367,6182,295,138,635475,42,124,1356,0,1,40,0.0575,0.4565,0.3714,0.1291,0.5932,0.47100000000000003,0.0,3.7911,2.2430000000000003,1.8129,-0.6286,-0.1969,1.0,K_Scatch
247,272,244048,244067,235,36,22,29911,119,142,1360,0,1,40,0.3632,0.5053,0.76,0.0184,0.6944,0.8636,0.0,2.3711,1.3979,1.2787,-0.24,-0.0056,0.7598,Other_Faults
1357,1370,3378464,3378474,81,15,10,8996,91,133,1692,1,0,60,0.3806,0.3769,0.7692,0.0077,0.8667,1.0,0.0,1.9085,1.1139,1.0,-0.2308,-0.1323,0.2408,Bumps
742,753,311416,311420,35,13,7,4538,118,140,1658,1,0,143,0.895,0.2045,0.3636,0.0066,0.8461,0.5714,0.0,1.5441,1.0414,0.6021,-0.6364,0.013000000000000001,0.1517,Other_Faults
621,632,2046094,2046183,495,67,90,56735,99,143,1364,0,1,100,0.9106,0.4944,0.1236,0.0081,0.1642,0.9889,1.0,2.6946,1.0414,1.9494,0.8764,-0.1046,0.9891,Dirtiness
816,824,40184,40195,75,8,11,14016,157,206,1387,0,1,40,0.8118,0.1477,0.7273,0.0058,1.0,1.0,1.0,1.8751,0.9031,1.0414,0.2727,0.46,0.1934,K_Scatch
512,524,1261077,1261088,74,15,11,8292,93,132,1364,1,0,70,0.7507,0.4394,0.9167,0.0088,0.8,1.0,0.0,1.8692,1.0792,1.0414,-0.0833,-0.1246,0.2432,Other_Faults
1588,1610,3353146,3353173,408,30,27,37889,57,125,1690,1,0,70,0.0947,0.3131,0.8148,0.013000000000000001,0.7333,1.0,1.0,2.6107,1.3424,1.4314,0.1852,-0.2745,0.8749,Bumps
1310,1316,2413168,2413186,60,16,19,7112,110,127,1352,0,1,40,0.0532,0.4444,0.3333,0.0044,0.375,0.9474,1.0,1.7781,0.7782,1.2553,0.6667,-0.07400000000000001,0.215,Dirtiness
23,32,893638,893649,63,10,11,7769,111,140,1350,0,1,40,0.0341,0.3636,0.8182,0.0067,0.9,1.0,1.0,1.7993,0.9542,1.0414,0.1818,-0.0366,0.2051,Other_Faults
277,292,1151809,1151838,217,32,32,25231,107,126,1376,0,1,40,0.4026,0.5012,0.5172,0.0109,0.4688,0.9063,1.0,2.3365,1.1761,1.4624,0.4828,-0.0916,0.7079,Other_Faults
205,214,2039121,2039135,84,14,14,9767,105,132,1356,0,1,40,0.3024,0.3333,0.6429,0.0066,0.6429,1.0,1.0,1.9243,0.9542,1.1461,0.3571,-0.0916,0.2359,Bumps
41,226,695578,695788,17706,802,537,2147442,24,148,1404,0,1,40,0.0584,0.5443,0.8809,0.1318,0.2307,0.3911,1.0,4.2481,2.2672,2.3222,0.1191,-0.0525,1.0,K_Scatch
112,127,33720,33737,178,16,17,17274,69,125,1692,1,0,80,0.1324,0.302,0.8824,0.0089,0.9375,1.0,1.0,2.2504,1.1761,1.2305,0.1177,-0.2418,0.4219,Bumps
1365,1374,4174907,4174926,115,9,19,9441,44,109,1387,0,1,50,0.0188,0.3275,0.4737,0.0065,1.0,1.0,1.0,2.0607,0.9542,1.2787,0.5263,-0.3586,0.2942,Other_Faults
1087,1119,80993,80996,64,32,7,9247,92,190,1692,1,0,70,0.6773,0.3333,0.0938,0.0189,1.0,0.4286,0.0,1.8062,1.5051,0.4771,-0.9063,0.1288,0.2018,Other_Faults
1061,1082,3420976,3420988,118,28,16,11084,82,111,1366,1,0,80,0.4158,0.5318,0.5714,0.0154,0.75,0.75,0.0,2.0719,1.3222,1.0792,-0.4286,-0.2661,0.41700000000000004,Bumps
41,209,4639210,4639275,5828,296,169,618846,48,126,1358,0,1,40,0.0604,0.4663,0.3869,0.1237,0.5676,0.3846,0.0,3.7655,2.2253,1.8129,-0.6131,-0.1704,1.0,K_Scatch
41,218,1473977,1474044,7017,274,156,723789,36,125,1358,0,1,40,0.0604,0.4083,0.3785,0.1303,0.6459999999999999,0.4295,0.0,3.8461,2.248,1.8261,-0.6215,-0.1942,1.0,K_Scatch
9,18,1743219,1743250,227,22,31,21864,74,126,1698,0,1,90,0.0106,0.1864,0.2903,0.0053,0.4091,1.0,1.0,2.356,0.9542,1.4914,0.7097,-0.2475,0.4613,Pastry
210,224,1761692,1761703,61,17,11,7309,112,132,1356,1,0,70,0.3097,0.6039,0.7857,0.0103,0.8235,1.0,0.0,1.7853,1.1461,1.0414,-0.2143,-0.0639,0.2712,Z_Scratch
1040,1078,3967177,3967197,313,72,35,37460,106,135,1366,1,0,80,0.4217,0.5882,0.5263,0.0278,0.5278,0.5714,0.0,2.4955,1.5798,1.301,-0.4737,-0.065,0.9549,Bumps
39,191,1565555,1565703,13114,618,381,1507625,33,141,1400,0,1,40,0.0557,0.4171,0.9737,0.1086,0.2459,0.3884,0.0,4.1177,2.1818,2.1703,-0.0263,-0.1019,1.0,K_Scatch
237,262,95111,95180,714,79,78,65282,80,103,1692,0,1,300,0.2801,0.5861,0.3623,0.0148,0.3165,0.8846,1.0,2.8537,1.3979,1.8389,0.6377,-0.2857,0.9999,Other_Faults
155,187,673270,673281,129,50,25,16937,123,141,1354,0,1,50,0.2289,0.6335,0.3438,0.0236,0.64,0.44,0.0,2.1106,1.5051,1.0414,-0.6563,0.0257,0.5822,Other_Faults
1440,1450,220121,220146,138,17,25,16548,101,133,1633,0,1,250,0.2241,0.44799999999999995,0.4,0.0061,0.5882,1.0,1.0,2.1399,1.0,1.3979,0.6,-0.0632,0.4138,Other_Faults
144,164,936743,936828,1148,85,94,121595,89,132,1354,1,0,70,0.2127,0.3247,0.2353,0.0148,0.2353,0.9043,1.0,3.0599,1.301,1.9294,0.7647,-0.1725,0.9999,Z_Scratch
41,456,674290,674482,16686,842,562,2013557,19,150,1402,0,1,40,0.0585,0.7906,0.4627,0.29600000000000004,0.4929,0.3416,0.0,4.2224,2.6181,2.2833,-0.5373,-0.0572,1.0,K_Scatch
118,133,125813,125827,128,17,15,14234,87,133,1692,1,0,80,0.1395,0.3905,0.9333,0.0089,0.8824,0.9333,0.0,2.1072,1.1761,1.1461,-0.0667,-0.1312,0.3509,Bumps
1160,1168,1225386,1225405,63,21,19,7273,107,126,1320,0,1,40,0.2303,0.5855,0.4211,0.0061,0.381,1.0,1.0,1.7993,0.9031,1.2787,0.5789,-0.0981,0.2686,Bumps
1331,1344,397980,398111,788,67,137,65200,61,96,1353,0,1,70,0.0133,0.5373,0.0992,0.0096,0.19399999999999998,0.9562,1.0,2.8965,1.1139,2.1173,0.9008,-0.3536,0.9999,Other_Faults
239,269,276029,276047,299,51,22,37820,116,140,1360,0,1,40,0.3515,0.4463,0.6,0.0221,0.5882,0.8182,0.0,2.4757,1.4771,1.2553,-0.4,-0.0118,0.8299,Other_Faults
1318,1329,2287245,2287276,224,25,31,22017,77,126,1364,0,1,100,0.0513,0.3431,0.3548,0.0081,0.44,1.0,1.0,2.3503,1.0414,1.4914,0.6452,-0.2321,0.5642,Bumps
1070,1079,863518,863529,74,13,11,7842,78,132,1652,1,0,100,0.6937,0.2525,0.8182,0.0055,0.6923,1.0,1.0,1.8692,0.9542,1.0414,0.1818,-0.1721,0.2051,Other_Faults
82,98,1951256,1951299,490,38,44,50867,86,118,1354,1,0,70,0.1211,0.2878,0.3721,0.0118,0.4211,0.9773,1.0,2.6902,1.2041,1.6335,0.6279,-0.18899999999999997,0.929,Z_Scratch
1181,1191,210828,210843,99,15,15,10868,92,140,1360,0,1,175,0.2485,0.34,0.6667,0.0074,0.6667,1.0,1.0,1.9956,1.0,1.1761,0.3333,-0.1424,0.266,Other_Faults
181,230,1566427,1566453,312,73,48,40573,122,141,1360,0,1,40,0.2662,0.7551,0.5306,0.036000000000000004,0.6712,0.5417,0.0,2.4941,1.6902,1.415,-0.4694,0.0159,0.9985,Z_Scratch
618,625,2172852,2172874,105,16,23,12094,106,125,1366,0,1,100,0.9048,0.3182,0.3182,0.0051,0.4375,0.9565,1.0,2.0212,0.8451,1.3424,0.6818,-0.1001,0.2712,Dirtiness
1175,1187,2488529,2488541,111,14,12,11868,93,124,1352,1,0,100,0.2441,0.2292,1.0,0.0089,0.8571,1.0,0.5,2.0453,1.0792,1.0792,0.0,-0.1647,0.2583,Bumps
1273,1283,167280,167335,313,33,58,29386,86,103,1353,0,1,185,0.1035,0.4309,0.1818,0.0074,0.303,0.9483,1.0,2.4955,1.0,1.7404,0.8182,-0.2665,0.8391,Other_Faults
1167,1192,294065,294091,451,33,27,42862,25,132,1354,0,1,40,0.2393,0.3061,0.9615,0.0185,0.7576,0.963,1.0,2.6542,1.3979,1.415,0.0385,-0.2575,0.9104,Other_Faults
344,353,2278012,2278020,46,10,8,5003,95,127,1354,1,0,80,0.5081,0.3611,0.8889,0.0066,0.9,1.0,0.0,1.6628,0.9542,0.9031,-0.1111,-0.1503,0.1773,Other_Faults
248,255,3568704,3568718,63,12,14,7202,104,127,1648,1,0,80,0.301,0.3571,0.5,0.0043,0.5833,1.0,1.0,1.7993,0.8451,1.1461,0.5,-0.1069,0.204,Bumps
39,58,933630,933641,100,30,16,12817,123,140,1398,0,1,40,0.0558,0.5215,0.5789,0.0136,0.6333,0.6875,0.0,2.0,1.2787,1.0414,-0.4211,0.0013,0.3494,K_Scatch
118,128,1566617,1566638,126,22,21,13355,90,119,1690,1,0,60,0.1396,0.4,0.4762,0.0059,0.4545,1.0,1.0,2.1004,1.0,1.3222,0.5238,-0.1719,0.3509,Bumps
19,28,877413,877428,114,14,15,11442,81,125,1306,0,1,40,0.0291,0.1556,0.6,0.0069,0.6429,1.0,1.0,2.0569,0.9542,1.1761,0.4,-0.2159,0.2469,Bumps
634,655,5303273,5303295,336,30,25,35912,79,127,1362,0,1,40,0.9309999999999999,0.2727,0.9546,0.0154,0.7,0.88,1.0,2.5263,1.3222,1.3424,0.0454,-0.165,0.7436,Bumps
41,192,1682722,1682891,11711,538,348,1308444,30,135,1402,0,1,40,0.0585,0.5411,0.8935,0.1077,0.2807,0.4856,1.0,4.0686,2.1790000000000003,2.2279,0.1065,-0.1271,1.0,K_Scatch
1261,1281,87951,87967,103,26,22,11682,101,133,1360,1,0,80,0.1162,0.6781,0.8,0.0147,0.7692,0.7273,0.0,2.0128,1.301,1.2041,-0.2,-0.1139,0.5296,Other_Faults
1341,1347,1184511,1184525,51,17,14,4499,51,117,1358,1,0,70,0.0162,0.3929,0.4286,0.0044,0.3529,1.0,1.0,1.7076,0.7782,1.1461,0.5714,-0.3108,0.1892,Z_Scratch
203,222,5521699,5521708,89,32,14,11922,123,150,1650,1,0,69,0.2461,0.4795,0.4737,0.0115,0.5938,0.6429,0.0,1.9494,1.2787,0.9542,-0.5263,0.0465,0.2942,Bumps
1147,1162,41184,41201,194,16,17,19202,68,124,1373,0,1,40,0.3074,0.2392,0.8824,0.0109,0.9375,1.0,1.0,2.2878,1.1761,1.2305,0.1177,-0.2267,0.4219,K_Scatch
31,50,2381257,2381400,1371,114,144,150413,85,132,1356,1,0,70,0.0457,0.4954,0.1329,0.013999999999999999,0.1667,0.9931,1.0,3.137,1.2787,2.1553,0.8671,-0.1429,1.0,Z_Scratch
1021,1036,754445,754492,294,51,49,39987,127,157,1372,0,1,40,0.4898,0.583,0.3192,0.0109,0.2941,0.9592,1.0,2.4683,1.1761,1.6721,0.6809,0.0626,0.9361,Other_Faults
39,51,66522,66578,436,41,56,39043,71,117,1354,1,0,70,0.0576,0.3512,0.2143,0.0089,0.2927,1.0,1.0,2.6395,1.0792,1.7482,0.7857,-0.3004,0.9216,Z_Scratch
1235,1241,1681980,1681985,19,7,6,2420,120,140,1358,0,1,50,0.1723,0.3667,0.8333,0.0044,0.8571,0.8333,0.0,1.2787,0.7782,0.6990000000000001,-0.1667,-0.0049,0.14,Stains
2,15,2629644,2629668,200,23,24,18075,77,110,1686,1,0,60,0.0024,0.359,0.5417,0.0077,0.5652,1.0,1.0,2.301,1.1139,1.3802,0.4583,-0.2939,0.5162,Other_Faults
1507,1516,188768,188800,200,24,32,21691,90,125,1696,0,1,90,0.2123,0.3056,0.2813,0.0053,0.375,1.0,1.0,2.301,0.9542,1.5051,0.7188,-0.1527,0.4763,Pastry
57,81,1022956,1022976,270,31,25,31583,95,135,1694,1,0,80,0.0673,0.4375,0.8333,0.0142,0.7742,0.8,0.0,2.4314,1.3802,1.301,-0.1667,-0.0861,0.7659,Bumps
282,291,455871,455881,67,11,10,7391,96,125,1374,0,1,40,0.4105,0.2556,0.9,0.0066,0.8182,1.0,1.0,1.8261,0.9542,1.0,0.1,-0.1382,0.1954,Bumps
225,346,130372,130421,3228,166,89,260241,38,103,1670,0,1,40,0.2695,0.4556,0.405,0.0725,0.7289,0.5506,0.0,3.5089,2.0828,1.6902,-0.595,-0.3702,1.0,K_Scatch
39,208,1402211,1402348,10904,617,334,1261668,28,141,1402,0,1,40,0.0556,0.529,0.8106,0.1205,0.2739,0.4102,0.0,4.0376,2.2279,2.1367,-0.1893,-0.096,1.0,K_Scatch
6,14,393457,393488,196,11,31,22532,97,134,1687,0,1,200,0.0071,0.2097,0.2581,0.0047,0.7273,1.0,1.0,2.2923,0.9031,1.4914,0.7419,-0.1019,0.4106,Other_Faults
41,189,2215354,2215404,4881,239,110,513464,40,127,1404,0,1,40,0.0584,0.3404,0.3378,0.1054,0.6192,0.4545,0.0,3.6885,2.1703,1.699,-0.6622,-0.1781,1.0,K_Scatch
55,65,1713172,1713184,64,16,13,7286,102,126,1356,1,0,70,0.0811,0.4667,0.8333,0.0074,0.625,0.9231,1.0,1.8062,1.0,1.0792,0.1667,-0.1106,0.2288,Z_Scratch
39,181,125418,125467,4223,198,83,439309,38,127,1360,0,1,40,0.0573,0.3931,0.3451,0.1044,0.7172,0.5904,0.0,3.6256,2.1523,1.6902,-0.6549,-0.1873,1.0,K_Scatch
17,27,2824729,2824741,76,15,12,4643,43,86,1354,1,0,70,0.0251,0.3667,0.8333,0.0074,0.6667,1.0,1.0,1.8808,1.0,1.0792,0.1667,-0.5227,0.2288,Z_Scratch
1601,1613,21349,21376,209,15,27,24807,96,141,1687,0,1,200,0.0877,0.3549,0.4444,0.0071,0.8,1.0,1.0,2.3201,1.0792,1.4314,0.5556,-0.0727,0.5362,Pastry
778,800,534067,534079,104,31,17,10675,89,124,1368,1,0,80,0.8304,0.6061,0.5454,0.0161,0.7097,0.7059,0.0,2.017,1.3424,1.0792,-0.4545,-0.1981,0.4366,Bumps
83,99,690095,690120,279,21,25,30271,61,135,1366,1,0,80,0.1215,0.3025,0.64,0.0117,0.7619,1.0,1.0,2.4456,1.2041,1.3979,0.36,-0.1524,0.6574,Bumps
1051,1063,168407,168485,414,57,78,36600,78,101,1360,0,1,200,0.4368,0.5577,0.1539,0.0088,0.2105,1.0,1.0,2.617,1.0792,1.8921,0.8461,-0.3093,0.9856,Other_Faults
0,5,286956,287014,148,8,58,14298,61,121,1353,0,1,70,0.0,0.4897,0.0862,0.0037,0.625,1.0,1.0,2.1703,0.6990000000000001,1.7634,0.9138,-0.2453,0.4796,Other_Faults
900,916,693632,693638,53,17,8,6697,110,143,1692,1,0,143,0.9173,0.4479,0.375,0.0095,0.9412,0.75,0.0,1.7243,1.2041,0.7782,-0.625,-0.0128,0.2018,Other_Faults
0,9,950080,950188,709,39,108,68984,81,110,1687,1,0,80,0.0,0.2706,0.0833,0.0053,0.2308,1.0,1.0,2.8507,0.9542,2.0334,0.9167,-0.2399,0.9886,Other_Faults
1118,1130,2673603,2673616,118,16,13,14120,103,253,1358,0,1,40,0.3358,0.2436,0.9231,0.0088,0.75,1.0,1.0,2.0719,1.0792,1.1139,0.0769,-0.0652,0.2739,Other_Faults
1111,1121,4032298,4032320,110,20,22,12351,100,127,1354,1,0,200,0.3442,0.5,0.4545,0.0074,0.5,1.0,1.0,2.0414,1.0,1.3424,0.5454,-0.1228,0.3663,Bumps
39,177,2641432,2641500,5480,230,119,588758,53,135,1400,0,1,40,0.0557,0.41600000000000004,0.4927,0.0986,0.6,0.5714,0.0,3.7388,2.1399,1.8325,-0.5073,-0.1606,1.0,K_Scatch
41,213,1637218,1637282,6206,257,128,641502,39,127,1356,0,1,40,0.0605,0.4362,0.3721,0.1268,0.6693,0.5,0.0,3.7928,2.2355,1.8062,-0.6279,-0.1924,1.0,K_Scatch
41,209,2598874,2598935,5962,251,125,626007,41,126,1358,0,1,40,0.0604,0.4182,0.3631,0.1237,0.6693,0.488,0.0,3.7754,2.2253,1.7853,-0.6369,-0.1797,1.0,K_Scatch
0,27,1359864,1359867,63,28,7,7045,80,156,1690,1,0,70,0.0,0.2222,0.1111,0.016,0.9643,0.4286,0.0,1.7993,1.4314,0.4771,-0.8889,-0.1264,0.1862,Other_Faults
1674,1684,1161637,1161649,59,14,12,4717,72,93,1692,1,0,70,0.0095,0.5083,0.8333,0.0059,0.7143,1.0,1.0,1.7708,1.0,1.0792,0.1667,-0.3754,0.2288,Bumps
39,187,2321871,2322028,9582,611,384,1095577,39,140,1404,0,1,40,0.0556,0.5876,0.9427,0.1054,0.2422,0.4089,1.0,3.9815,2.1703,2.1959,0.0573,-0.1067,1.0,K_Scatch
505,522,1998060,1998064,29,18,6,3489,116,126,1358,0,1,50,0.7437,0.5735,0.2353,0.0125,0.9444,0.6667,0.0,1.4624,1.2305,0.6021,-0.7647,-0.0601,0.1734,Other_Faults
39,191,1437715,1437882,12388,631,374,1431766,29,143,1400,0,1,40,0.0557,0.512,0.9102,0.1086,0.2409,0.4465,1.0,4.093,2.1818,2.2227,0.0898,-0.0971,1.0,K_Scatch
235,251,103892,103932,297,48,42,28658,89,108,1692,0,1,300,0.2778,0.5359,0.4,0.0095,0.3333,0.9524,1.0,2.4728,1.2041,1.6021,0.6,-0.2462,0.9048,Other_Faults
1563,1579,173199,173219,174,30,27,20469,106,127,1692,0,1,300,0.1336,0.4563,0.8,0.0095,0.5333,0.7407,1.0,2.2406,1.2041,1.301,0.2,-0.0809,0.5296,Other_Faults
75,154,2595328,2595429,2791,332,207,353617,114,140,1400,0,1,40,0.1071,0.6502,0.7822,0.0564,0.2379,0.4879,1.0,3.4458,1.8976,2.0043,0.2178,-0.0102,1.0,K_Scatch
39,214,2027555,2027621,6592,265,125,687299,44,124,1356,0,1,40,0.0575,0.4293,0.3771,0.1291,0.6604,0.528,0.0,3.819,2.2430000000000003,1.8195,-0.6229,-0.1855,1.0,K_Scatch
1005,1012,53568,53593,83,16,27,14187,161,181,1353,0,1,200,0.5041,0.5257,0.28,0.0052,0.4375,0.9259,1.0,1.9191,0.8451,1.3979,0.72,0.3354,0.2998,Other_Faults
1287,1302,3204829,3204845,191,17,16,20590,67,133,1627,0,1,40,0.3995,0.2042,0.9375,0.0092,0.8824,1.0,1.0,2.281,1.1761,1.2041,0.0625,-0.1578,0.3977,Other_Faults
53,81,2595595,2595643,578,73,68,52482,76,109,1356,1,0,70,0.0782,0.5699,0.5833,0.0206,0.3836,0.7059,1.0,2.7619,1.4472,1.6812,0.4167,-0.2906,0.9990000000000001,Z_Scratch
57,64,766963,766976,36,9,13,2765,64,93,1694,1,0,211,0.0673,0.6044,0.5385,0.0041,0.7778,1.0,1.0,1.5563,0.8451,1.1139,0.4615,-0.4,0.1965,Other_Faults
88,120,1785901,1785930,509,73,60,49765,80,116,1358,1,0,70,0.1296,0.4515,0.9063,0.0236,0.4384,0.4833,0.0,2.7067,1.5051,1.4624,-0.0938,-0.2362,0.9848,Z_Scratch
845,857,189673,189695,103,25,26,13299,122,142,1372,0,1,40,0.7507,0.6098,0.5454,0.0088,0.48,0.8461,1.0,2.0128,1.0792,1.3424,0.4545,0.0087,0.4366,Other_Faults
430,441,100250,100337,630,20,87,62357,64,127,1387,0,1,40,0.62,0.3417,0.1264,0.0079,0.55,1.0,1.0,2.7993,1.0414,1.9395,0.8736,-0.2267,0.9874,Pastry
345,356,822292,822313,170,21,21,18503,82,127,1353,1,0,50,0.51,0.2641,0.5238,0.0081,0.5238,1.0,1.0,2.2304,1.0414,1.3222,0.4762,-0.1497,0.3834,Other_Faults
41,215,1150090,1150255,16968,670,399,1976551,26,143,1400,0,1,40,0.0586,0.409,0.9483,0.1243,0.2597,0.4135,0.0,4.2296,2.2406,2.2175,-0.0517,-0.09,1.0,K_Scatch
805,811,598090,598094,16,6,4,2034,110,140,1360,0,1,50,0.8073,0.3333,0.6667,0.0044,1.0,1.0,0.0,1.2041,0.7782,0.6021,-0.3333,-0.0068,0.1353,Stains
1237,1261,161008,161069,617,125,83,75121,113,133,1354,0,1,40,0.1374,0.5785,0.3934,0.0177,0.192,0.7349,1.0,2.7903,1.3802,1.7853,0.6066,-0.0488,0.9996,Other_Faults
1157,1164,1331507,1331522,62,13,15,7312,109,127,1322,0,1,40,0.239,0.4095,0.4667,0.0053,0.5385,1.0,1.0,1.7924,0.8451,1.1761,0.5333,-0.0786,0.2116,Bumps
621,633,2095554,2095693,975,107,141,121633,108,140,1364,0,1,100,0.9106,0.4155,0.0863,0.0088,0.1121,0.9858,1.0,2.989,1.0792,2.1430000000000002,0.9137,-0.0254,0.9999,Dirtiness
41,198,430771,430836,6376,200,110,659058,54,127,1360,0,1,40,0.0603,0.3752,0.414,0.1154,0.785,0.5909,0.0,3.8045,2.1959,1.8129,-0.586,-0.1925,1.0,K_Scatch
39,195,601086,601148,5786,202,106,600867,41,124,1358,0,1,40,0.0574,0.4018,0.3974,0.1149,0.7723,0.5849,0.0,3.7624,2.1931,1.7924,-0.6026,-0.1887,1.0,K_Scatch
357,378,1090984,1091013,229,53,37,27597,111,134,1372,0,1,40,0.5204,0.624,0.7241,0.0153,0.3962,0.7838,1.0,2.3598,1.3222,1.4624,0.2759,-0.0585,0.8854,Other_Faults
147,172,2975077,2975090,170,28,14,20714,114,132,1356,0,1,40,0.2168,0.4769,0.52,0.0184,0.8929,0.9286,0.0,2.2304,1.3979,1.1139,-0.48,-0.0481,0.5378,K_Scatch
9,18,374580,374591,74,15,11,4347,36,84,1356,1,0,70,0.0133,0.2525,0.8182,0.0066,0.6,1.0,1.0,1.8692,0.9542,1.0414,0.1818,-0.5411,0.2051,Z_Scratch
517,521,203197,203200,9,4,4,1059,107,132,1360,0,1,50,0.7603,0.25,0.75,0.0029,1.0,0.75,0.0,0.9542,0.6021,0.4771,-0.25,-0.0807,0.1262,Stains
39,172,334925,334972,4123,177,90,426267,40,126,1360,0,1,40,0.0573,0.3404,0.3534,0.0978,0.7514,0.5222,0.0,3.6152,2.1239,1.6721,-0.6466,-0.1923,1.0,K_Scatch
